文件名,直接原因,最终三元组
hs2015-7_print.txt,未检查接地刀闸位置;   强行操作手车开关,\n(安全培训教育不足，导致，教育督促从业人员执行安全规章制度不到位) \n(安全培训教育不足，导致，未向从业人员告知作业场所危害因素及防范措施) \n(安全责任不落实，导致，电气钥匙管理不严格) \n(安全责任不落实，导致，开关柜“五防”闭锁装置不符合要求) \n(现场监督检查不力，导致，隐患排查不到位) \n(现场监督检查不力，导致，教育督促从业人员执行安全规章制度不到位) \n(隐患排查不到位，导致，未检查接地刀闸位置) \n(未向从业人员告知作业场所危害因素及防范措施，导致，未检查接地刀闸位置) \n(电气钥匙管理不严格，导致，未检查接地刀闸位置) \n(教育督促从业人员执行安全规章制度不到位，导致，强行操作手车开关) \n(开关柜“五防”闭锁装置不符合要求，导致，强行操作手车开关) \n(未检查接地刀闸位置，导致，强行操作手车开关) \n(未检查接地刀闸位置，导致，灼烫伤) \n(强行操作手车开关，导致，灼烫伤) \n(灼烫伤，导致，3人死亡；12人受伤；直接经济损失约397万元)\n##
hs2015-8_print.txt,输煤值班员在未确认现场值班员回应的情况下停运皮带机;  A盘式除铁器复位过程中挤压人员,\n(安全制度缺失，导致，巡回检查制度无明确时间、项目和要求) \n(安全制度缺失，导致，HSE观察活动不开展) \n(安全制度缺失，导致，通道无明文定义和警示标识) \n(安全制度缺失，导致，无针对性的安全监护和联系确认制度) \n(安全培训教育不足，导致，安全培训无机械安全内容) \n(安全培训教育不足，导致，风险识别不全面) \n(资质审核不到位，导致，输煤值班员未取得副值上岗证，技能不足) \n(资质审核不到位，导致，隐患排查不到位) \n(隐患排查治理不规范，导致，隐患排查不到位) \n(隐患排查治理不规范，导致，风险识别不全面) \n(现场监管不到位，导致，现场无防护栏) \n(现场监管不到位，导致，现场无“禁止通行”警示标志) \n(设备管理不善，导致，报警蜂鸣器长期关闭) \n(设备管理不善，导致，摄像头长期失效) \n(设备管理不善，导致，除铁器设计不合理) \n(设备管理不善，导致，限位装置不准) \n(设备管理不善，导致，无碰撞连锁) \n(无针对性的安全监护和联系确认制度，导致，输煤值班员在未确认现场值班员回应的情况下停运皮带机) \n(输煤值班员未取得副值上岗证，技能不足，导致，输煤值班员在未确认现场值班员回应的情况下停运皮带机) \n(隐患排查不到位，导致，输煤值班员在未确认现场值班员回应的情况下停运皮带机) \n(除铁器设计不合理，导致，A盘式除铁器复位过程中挤压人员) \n(限位装置不准，导致，A盘式除铁器复位过程中挤压人员) \n(无碰撞连锁，导致，A盘式除铁器复位过程中挤压人员) \n(风险识别不全面，导致，A盘式除铁器复位过程中挤压人员) \n(输煤值班员在未确认现场值班员回应的情况下停运皮带机，导致，机械伤害) \n(A盘式除铁器复位过程中挤压人员，导致，机械伤害) \n(机械伤害，导致，1人死亡；0人受伤；直接经济损失约0万元)\n##
hs2015-9_print.txt,擅自翻越平台护栏,\n(安全责任不落实，导致，隐患排查工作未能做到横向到边、纵向到底) \n(安全责任不落实，导致，工作负责人未履行监护人义务) \n(安全责任不落实，导致，安全教育活动开展不到位) \n(隐患排查工作未能做到横向到边、纵向到底，导致，擅自翻越平台护栏) \n(工作负责人未履行监护人义务，导致，擅自翻越平台护栏) \n(安全教育活动开展不到位，导致，擅自翻越平台护栏) \n(擅自翻越平台护栏，导致，高处坠落) \n(高处坠落，导致，1人死亡；0人受伤；直接经济损失约94.2万元)\n##
hs2016-10_print.txt,膨胀补偿器内外套筒脱开;  未装设管道膨胀限位装置,\n(技术改造审批管理不严格，导致，设备管理不到位) \n(技术监督管理贯彻和执行不到位，导致，设备管理不到位) \n(设备管理不到位，导致，膨胀补偿器内外套筒脱开) \n(设备管理不到位，导致，未装设管道膨胀限位装置) \n(膨胀补偿器内外套筒脱开，和，未装设管道膨胀限位装置) \n(膨胀补偿器内外套筒脱开，导致，爆炸) \n(未装设管道膨胀限位装置，导致，爆炸) \n(爆炸，导致，1人死亡；0人受伤；直接经济损失约0万元)\n##
hs2016-11_print.txt,擅自攀爬固定楼梯;  电工葫芦电缆线管松动脱落,\n(安全管理存在漏洞，导致，无监护安排) \n(安全管理存在漏洞，导致，安全培训缺失) \n(对安全生产工作重要性认识不足，导致，无监护安排) \n(对安全生产工作重要性认识不足，导致，安全培训缺失) \n(安全管理力量薄弱，导致，无监护安排) \n(安全管理力量薄弱，导致，安全培训缺失) \n(违规转包、分包施工作业项目，导致，无监护安排) \n(违规转包、分包施工作业项目，导致，安全培训缺失) \n(对随时进入施工现场人员的不安全行为没有及时制止，导致，无监护安排) \n(对随时进入施工现场人员的不安全行为没有及时制止，导致，安全培训缺失) \n(安全培训缺失，导致，无监护安排) \n(无监护安排，导致，擅自攀爬固定楼梯) \n(无监护安排，导致，电工葫芦电缆线管松动脱落) \n(擅自攀爬固定楼梯，和，电工葫芦电缆线管松动脱落) \n(擅自攀爬固定楼梯，导致，高处坠落) \n(电工葫芦电缆线管松动脱落，导致，高处坠落) \n(高处坠落，导致，1人死亡；0人受伤；直接经济损失约0万元)\n##
hs2016-12_print.txt,未执行验电操作;  未挂接地线;  未戴绝缘手套,\n(安全培训教育不足，导致，安全意识薄弱) \n(安全培训教育不足，导致，未办理工作票) \n(两票工作制度执行不到位，导致，未办理工作票) \n(现场监督检查不力，导致，运行人员未确认检修任务完成恢复供电) \n(安全意识薄弱，导致，未戴绝缘手套) \n(未办理工作票，导致，未执行验电操作) \n(运行人员未确认检修任务完成恢复供电，导致，未挂接地线) \n(未执行验电操作，和，未挂接地线) \n(未执行验电操作，和，未戴绝缘手套) \n(未挂接地线，和，未戴绝缘手套) \n(未执行验电操作，导致，触电) \n(未挂接地线，导致，触电) \n(未戴绝缘手套，导致，触电) \n(触电，导致，1人死亡；0人受伤；直接经济损失约0万元)\n##
hs2016-13_print.txt,违规使用未经验收的脚手架;  在无高空作业资质情况下违章作业;  垂直移动中解除安全带挂钩;  脚手板断裂;  未设置安全网;  未设置防坠器,\n(资质审核不到位，导致，技能不足（无高空作业资质）) \n(现场监督检查不力，导致，安全意识薄弱) \n(脚手架验收不规范，导致，安全意识薄弱) \n(技能不足（无高空作业资质），导致，在无高空作业资质情况下违章作业) \n(安全意识薄弱，导致，违规使用未经验收的脚手架) \n(安全意识薄弱，导致，垂直移动中解除安全带挂钩) \n(安全意识薄弱，导致，未设置安全网) \n(安全意识薄弱，导致，未设置防坠器) \n(安全意识薄弱，导致，脚手板断裂) \n(在无高空作业资质情况下违章作业，导致，高处坠落) \n(违规使用未经验收的脚手架，导致，高处坠落) \n(垂直移动中解除安全带挂钩，导致，高处坠落) \n(脚手板断裂，导致，高处坠落) \n(未设置安全网，导致，高处坠落) \n(未设置防坠器，导致，高处坠落) \n(高处坠落，导致，1人死亡；0人受伤；直接经济损失约0万元)\n##
hs2016-14_print.txt,未办理作业票手续;  未采取停电措施,\n(安全管理制度落实不到位，导致，现场监护不力) \n(安全管理制度落实不到位，导致，主要负责人履行安全生产职责不到位) \n(主要负责人履行安全生产职责不到位，导致，现场监护不力) \n(现场监护不力，导致，未办理作业票手续) \n(现场监护不力，导致，未采取停电措施) \n(未办理作业票手续，和，未采取停电措施) \n(未办理作业票手续，导致，机械伤害) \n(未采取停电措施，导致，机械伤害) \n(机械伤害，导致，1人死亡；0人受伤；直接经济损失约134万元)\n##
hs2016-15_print.txt,未对作业现场进行安全检查;  孔洞盖板偏移失稳,\n(安全培训教育不足，导致，培训工作不到位) \n(安全培训教育不足，导致，隐患排查不到位) \n(作业组织不规范，导致，未进行安全检查安排工人作业) \n(作业组织不规范，导致，隐患排查不到位) \n(隐患排查治理不完善，导致，隐患排查不到位) \n(隐患排查治理不完善，导致，培训工作不到位) \n(培训工作不到位，导致，未对作业现场进行安全检查) \n(隐患排查不到位，导致，孔洞盖板偏移失稳) \n(未进行安全检查安排工人作业，导致，未对作业现场进行安全检查) \n(未对作业现场进行安全检查，和，孔洞盖板偏移失稳) \n(未对作业现场进行安全检查，导致，高处坠落) \n(孔洞盖板偏移失稳，导致，高处坠落) \n(高处坠落，导致，1人死亡；0人受伤；直接经济损失约0万元)\n##
hs2016-16_print.txt,未系安全带；违规操作；重心失衡,(安全制度执行不力，导致，安全意识淡薄)\n(现场监管不到位，导致，安全教育和培训不足)\n(安全责任不落实，导致，未严格执行安全操作规程)\n(安全意识淡薄，导致，未系安全带)\n(安全教育和培训不足，导致，违规操作)\n(未严格执行安全操作规程，导致，重心失衡)\n(未系安全带，和，违规操作)\n(未系安全带，和，重心失衡)\n(违规操作，和，重心失衡)\n(未系安全带，导致，高处坠落)\n(违规操作，导致，高处坠落)\n(重心失衡，导致，高处坠落)\n(高处坠落，导致，1人死亡；0人受伤；直接经济损失约0万元)
hs2016-17_print.txt,工作人员不慎跌入危险区域;  救援人员未采取安全防护装备进入危险环境,\n(安全培训教育不足，导致，个人安全意识薄弱) \n(现场监督检查不力，导致，工作环境能见度低) \n(个人安全意识薄弱，导致，工作人员不慎跌入危险区域) \n(工作环境能见度低，导致，工作人员不慎跌入危险区域) \n(个人安全意识薄弱，导致，救援人员未采取安全防护装备进入危险环境) \n(工作人员不慎跌入危险区域，导致，淹溺) \n(救援人员未采取安全防护装备进入危险环境，导致，淹溺) \n(淹溺，导致，2人死亡；0人受伤；直接经济损失约0万元)\n##
hs2016-18_print.txt,带压拆卸设备;  站在被拆卸设备正前方,\n(安全制度缺失，导致，无专项安全措施) \n(安全制度缺失，导致，工作票签发把关不严) \n(安全培训教育不足，导致，安全防护意识缺失) \n(安全培训教育不足，导致，工作票签发把关不严) \n(现场监管不到位，导致，运行班违规执行操作) \n(现场监管不到位，导致，无专项安全措施) \n(工作票审核不到位，导致，工作票签发把关不严) \n(工作票审核不到位，导致，运行班违规执行操作) \n(工作票签发把关不严，导致，无专项安全措施) \n(无专项安全措施，导致，带压拆卸设备) \n(运行班违规执行操作，导致，带压拆卸设备) \n(安全防护意识缺失，导致，站在被拆卸设备正前方) \n(带压拆卸设备，和，站在被拆卸设备正前方) \n(带压拆卸设备，导致，物体打击) \n(站在被拆卸设备正前方，导致，物体打击) \n(物体打击，导致，1人死亡；0人受伤；直接经济损失约0万元)\n##
hs2016-19_print.txt,违章冒险翻越护栏,\n(安全培训教育不足，和，现场监督检查不力) \n(安全培训教育不足，导致，安全意识薄弱) \n(现场监督检查不力，导致，安全监护不到位) \n(安全意识薄弱，和，安全监护不到位) \n(安全意识薄弱，导致，违章冒险翻越护栏) \n(安全监护不到位，导致，违章冒险翻越护栏) \n(违章冒险翻越护栏，导致，高处坠落) \n(高处坠落，导致，1人死亡；0人受伤；直接经济损失约0万元)\n##
hs2016-1_print.txt,钢丝绳突然断裂;  作业人员处于吊装物下方,"\n(现场施工组织不合理, 导致, 卷扬机设置位置不当导致视线受阻) \n(现场施工组织不合理, 导致, 环境噪声较大) \n(安全监管不到位, 导致, 未按规程使用旗语、手势等信号指挥) \n(安全监管不到位, 导致, 起吊过程未拉溜绳控制起吊物) \n(环境噪声较大, 导致, 未按规程使用旗语、手势等信号指挥) \n(起吊过程未拉溜绳控制起吊物, 导致, 钢丝绳突然断裂) \n(卷扬机设置位置不当导致视线受阻, 导致, 作业人员处于吊装物下方) \n(未按规程使用旗语、手势等信号指挥, 导致, 作业人员处于吊装物下方) \n(钢丝绳突然断裂, 和, 作业人员处于吊装物下方) \n(钢丝绳突然断裂, 导致, 物体打击) \n(作业人员处于吊装物下方, 导致, 物体打击) \n(物体打击, 导致, 1人死亡；0人受伤；直接经济损失约110万元)\n##"
hs2016-2_print.txt,未系安全绳;  冒险进入正在运行的设备区域,\n(安全培训教育不足，导致，安全意识薄弱) \n(安全培训教育不足，导致，现场安全监督措施执行不严格) \n(现场监管不到位，导致，工作入口未临时封闭) \n(现场监管不到位，导致，现场安全监督措施执行不严格) \n(安全意识薄弱，导致，未系安全绳) \n(工作入口未临时封闭，导致，冒险进入正在运行的设备区域) \n(现场安全监督措施执行不严格，导致，冒险进入正在运行的设备区域) \n(安全培训教育不足，和，现场监管不到位) \n(未系安全绳，和，冒险进入正在运行的设备区域) \n(未系安全绳，导致，高处坠落) \n(冒险进入正在运行的设备区域，导致，高处坠落) \n(高处坠落，导致，1人死亡；0人受伤；直接经济损失约0万元)\n##
hs2016-3_print.txt,未架封闭板;  未安排专人监护;  擅自进入设备内部作业,\n(安全管理责任不落实，导致，外包队伍监管不到位) \n(安全管理责任不落实，导致，安全培训教育不足) \n(隐患排查制度执行不力，导致，隐患排查不彻底) \n(隐患排查制度执行不力，导致，危险点分析不到位) \n(现场监督检查不力，导致，安全培训教育不足) \n(现场监督检查不力，导致，隐患排查不彻底) \n(外包队伍监管不到位，导致，作业人员安全意识淡薄) \n(安全培训教育不足，导致，作业人员安全意识淡薄) \n(隐患排查不彻底，导致，危险点分析不到位) \n(危险点分析不到位，导致，作业人员安全意识淡薄) \n(作业人员安全意识淡薄，导致，擅自进入设备内部作业) \n(作业人员安全意识淡薄，导致，未挂安全带) \n(作业人员安全意识淡薄，导致，未架封闭板) \n(作业人员安全意识淡薄，导致，未安排专人监护) \n(未挂安全带，和，未架封闭板) \n(未挂安全带，和，未安排专人监护) \n(未挂安全带，和，擅自进入设备内部作业) \n(未架封闭板，和，未安排专人监护) \n(未架封闭板，和，擅自进入设备内部作业) \n(未安排专人监护，和，擅自进入设备内部作业) \n(擅自进入设备内部作业，导致，高处坠落) \n(未挂安全带，导致，高处坠落) \n(未架封闭板，导致，高处坠落) \n(未安排专人监护，导致，高处坠落) \n(高处坠落，导致，1人死亡；0人受伤；直接经济损失约0万元)\n##
hs2016-4_print.txt,擅自开启气动插板门气源阀门,"\n(安全培训教育不足, 和, 现场监督检查不力) \n(安全培训教育不足, 导致, 在检修工作票未收回时安排设备调试) \n(安全培训教育不足, 导致, 违章要求调试设备) \n(现场监督检查不力, 导致, 设备试运行未组织三方人员) \n(现场监督检查不力, 导致, 值班期间违反协同作业规定) \n(在检修工作票未收回时安排设备调试, 和, 设备试运行未组织三方人员) \n(在检修工作票未收回时安排设备调试, 导致, 擅自开启气动插板门气源阀门) \n(设备试运行未组织三方人员, 导致, 擅自开启气动插板门气源阀门) \n(违章要求调试设备, 导致, 擅自开启气动插板门气源阀门) \n(值班期间违反协同作业规定, 导致, 擅自开启气动插板门气源阀门) \n(擅自开启气动插板门气源阀门, 导致, 灼烫伤) \n(灼烫伤, 导致, 3人死亡；0人受伤；直接经济损失约0万元)\n##"
hs2016-7_print.txt,违章操作叉车，倒车至禁止阻塞区域,\n(安全责任不落实，导致，安全制度缺失) \n(安全责任不落实，导致，安全培训教育不足) \n(安全责任不落实，导致，现场监督检查不力) \n(安全制度缺失，导致，安全防范措施缺失) \n(安全培训教育不足，导致，个人安全意识薄弱) \n(现场监督检查不力，导致，现场监管缺失) \n(个人安全意识薄弱，导致，违章操作叉车，倒车至禁止阻塞区域) \n(安全防范措施缺失，导致，违章操作叉车，倒车至禁止阻塞区域) \n(现场监管缺失，导致，违章操作叉车，倒车至禁止阻塞区域) \n(违章操作叉车，倒车至禁止阻塞区域，导致，高处坠落) \n(高处坠落，导致，1人死亡；0人受伤；直接经济损失约145.872万元)\n##
hs2016-8_print.txt,违章操作擅自进行活化给煤机清理作业,\n(安全教育培训不足，和，现场监督检查不力)\n(安全教育培训不足，导致，作业人员安全意识淡薄)\n(现场监督检查不力，导致，作业人员安全意识淡薄)\n(作业人员安全意识淡薄，导致，违章操作擅自进行活化给煤机清理作业)\n(违章操作擅自进行活化给煤机清理作业，导致，窒息)\n(窒息，导致，1人死亡；0人受伤；直接经济损失约0万元)\n##
hs2016-9_print.txt,违章擅自进入采样机作业区域未切断电源,\n(安全培训教育不足，导致，安全意识淡薄) \n(隐患排查治理工作不到位，导致，无警示标志) \n(安全意识淡薄，导致，违章擅自进入采样机作业区域未切断电源) \n(无警示标志，导致，违章擅自进入采样机作业区域未切断电源) \n(违章擅自进入采样机作业区域未切断电源，导致，物体打击) \n(物体打击，导致，1人死亡；0人受伤；直接经济损失约0万元)\n##
hs2017-10_print.txt,未佩戴安全带进入作业区域;  灰斗内积灰导致掩埋,\n(未教育和督促从业人员严格执行安全生产规章制度和安全操作规程，导致，安全意识淡薄) \n(未教育和督促从业人员严格执行安全生产规章制度和安全操作规程，导致，未办理作业票) \n(未教育和督促从业人员严格执行安全生产规章制度和安全操作规程，导致，未及时纠正违规作业行为) \n(安全意识淡薄，导致，未佩戴安全带进入作业区域) \n(未办理作业票，导致，未佩戴安全带进入作业区域) \n(未办理作业票，导致，灰斗内积灰导致掩埋) \n(未及时纠正违规作业行为，导致，未佩戴安全带进入作业区域) \n(未佩戴安全带进入作业区域，和，灰斗内积灰导致掩埋) \n(未佩戴安全带进入作业区域，导致，窒息) \n(灰斗内积灰导致掩埋，导致，窒息) \n(窒息，导致，1人死亡；0人受伤；直接经济损失约0万元)\n##
hs2017-11_print.txt,司机盲目将装载机开上煤堆;  煤堆边坡过陡近90度,\n(安全生产教育培训不到位，导致，司机安全意识淡薄) \n(对外委单位管理不到位，导致，未进行安全技术交底) \n(作业现场风险管控不到位，导致，风险因素辨识不清) \n(作业现场风险管控不到位，导致，监护人员未到岗) \n(安全隐患排查治理不到位，导致，未设置安全警示标志) \n(司机安全意识淡薄，导致，司机盲目将装载机开上煤堆) \n(风险因素辨识不清，导致，煤堆边坡过陡近90度) \n(未进行安全技术交底，导致，司机盲目将装载机开上煤堆) \n(监护人员未到岗，导致，司机盲目将装载机开上煤堆) \n(未设置安全警示标志，导致，煤堆边坡过陡近90度) \n(司机盲目将装载机开上煤堆，导致，坍塌) \n(煤堆边坡过陡近90度，导致，坍塌) \n(坍塌，导致，1人死亡；0人受伤；直接经济损失约0万元)\n##
hs2017-12_print.txt,擅自将身体探入安全网内清理积煤;  积煤松动导致皮带窜动,\n(安全生产责任制落实不到位，导致，预控措施执行不到位) \n(安全生产责任制落实不到位，导致，人身风险分析预控工作执行不到位) \n(安全生产责任制落实不到位，导致，生产管理制度未严格执行) \n(安全生产责任制落实不到位，导致，运行管理存在漏洞) \n(安全生产责任制落实不到位，导致，安全教育培训不扎实) \n(预控措施执行不到位，导致，未能辨识出皮带可能突然转动带来的风险) \n(预控措施执行不到位，导致，未采取防止皮带突然转动的安全制动措施) \n(人身风险分析预控工作执行不到位，导致，未能辨识出皮带可能突然转动带来的风险) \n(生产管理制度未严格执行，导致，工作票结束后未及时将工位装置恢复到正常工位) \n(运行管理存在漏洞，导致，未设置专门的安全监护人员) \n(运行管理存在漏洞，导致，工位头到位信号被强制) \n(安全教育培训不扎实，导致，人员安全意识淡薄) \n(安全教育培训不扎实，导致，安全防护网失效) \n(工作票结束后未及时将工位装置恢复到正常工位，导致，设备启动前检查不到位) \n(工位头到位信号被强制，导致，设备启动前检查不到位) \n(人员安全意识淡薄，导致，擅自将身体探入安全网内清理积煤) \n(未设置专门的安全监护人员，导致，擅自将身体探入安全网内清理积煤) \n(安全防护网失效，导致，擅自将身体探入安全网内清理积煤) \n(未能辨识出皮带可能突然转动带来的风险，导致，擅自将身体探入安全网内清理积煤) \n(未采取防止皮带突然转动的安全制动措施，导致，积煤松动导致皮带窜动) \n(设备启动前检查不到位，导致，积煤松动导致皮带窜动) \n(擅自将身体探入安全网内清理积煤，和，积煤松动导致皮带窜动) \n(擅自将身体探入安全网内清理积煤，导致，物体打击) \n(积煤松动导致皮带窜动，导致，物体打击) \n(物体打击，导致，1人死亡；0人受伤；直接经济损失约0万元)\n##
hs2017-13_print.txt,私自跨越安全警示隔离带进入带电区域;  打开带电运行的PT柜后门接近高压母排,\n(安全责任不落实，导致，未进行安全检查并制止违规违章作业)  \n(安全责任不落实，导致，未能检查发现无证作业违规)  \n(资质审核不到位，导致，安排无特种作业操作证人员从事高压电气设备维修工作)  \n(资质审核不到位，导致，未能检查发现无证作业违规)  \n(外委工程监管不力，导致，未能检查发现项目分包违规)  \n(外委工程监管不力，导致，未进行安全检查并制止违规违章作业)  \n(现场监管不到位，导致，高压电气设备实验结束后现场未清理导致人员单独滞留)  \n(现场监管不到位，导致，无人员对高压设备实验恢复工作进行监护)  \n(高压电气设备实验结束后现场未清理导致人员单独滞留，导致，私自跨越安全警示隔离带进入带电区域)  \n(无人员对高压设备实验恢复工作进行监护，导致，打开带电运行的PT柜后门接近高压母排)  \n(安排无特种作业操作证人员从事高压电气设备维修工作，导致，打开带电运行的PT柜后门接近高压母排)  \n(未进行安全检查并制止违规违章作业，导致，私自跨越安全警示隔离带进入带电区域)  \n(未能检查发现项目分包违规，导致，私自跨越安全警示隔离带进入带电区域)  \n(私自跨越安全警示隔离带进入带电区域，导致，触电)  \n(打开带电运行的PT柜后门接近高压母排，导致，触电)  \n(触电，导致，1人死亡；0人受伤；直接经济损失约0万元)
hs2017-14_print.txt,未采取施工作业安全防范措施,\n(外包单位资质审核不到位，和，现场监督检查不力) \n(外包单位资质审核不到位，和，安全责任不落实) \n(现场监督检查不力，和，安全责任不落实) \n(外包单位资质审核不到位，导致，管理人员不具备安全生产管理资质) \n(外包单位资质审核不到位，导致，安全管理人员安全意识淡薄) \n(现场监督检查不力，导致，对作业环境安全隐患认识不足) \n(现场监督检查不力，导致，安全管理人员不懂安全生产法律法规) \n(安全责任不落实，导致，安全管理人员安全意识淡薄) \n(安全责任不落实，导致，安全管理人员不懂安全生产法律法规) \n(管理人员不具备安全生产管理资质，导致，未采取施工作业安全防范措施) \n(安全管理人员安全意识淡薄，导致，未采取施工作业安全防范措施) \n(安全管理人员不懂安全生产法律法规，导致，未采取施工作业安全防范措施) \n(对作业环境安全隐患认识不足，导致，未采取施工作业安全防范措施) \n(未采取施工作业安全防范措施，导致，高处坠落) \n(高处坠落，导致，1人死亡；0人受伤；直接经济损失约136万元)\n##
hs2017-15_print.txt,盲管堵板焊接结构不合理;  堵板厚度不合格,\n(缺陷管理制度尚不完善，导致，未及时录入缺陷信息管理系统) \n(缺陷管理制度尚不完善，导致，缺陷分类界定不清) \n(缺陷管理制度尚不完善，导致，消缺时限把握不严) \n(缺陷管理制度尚不完善，导致，未按消缺管理制度及时消缺) \n(对重大安全隐患认知能力和技术监督管理手段不够，导致，未能发现除氧器预留管口盲板焊接存在严重缺陷) \n(对重大安全隐患认知能力和技术监督管理手段不够，导致，对预留管口盲板沙眼渗漏缺陷可能产生的风险因素预判不足) \n(安全意识的淡漠和思想上的麻痹大意，导致，未能发现除氧器预留管口盲板焊接存在严重缺陷) \n(安全意识的淡漠和思想上的麻痹大意，导致，对预留管口盲板沙眼渗漏缺陷可能产生的风险因素预判不足) \n(未能发现除氧器预留管口盲板焊接存在严重缺陷，导致，盲管堵板焊接结构不合理) \n(未按消缺管理制度及时消缺，导致，盲管堵板焊接结构不合理) \n(未按消缺管理制度及时消缺，导致，堵板厚度不合格) \n(盲管堵板焊接结构不合理，和，堵板厚度不合格) \n(盲管堵板焊接结构不合理，导致，爆炸) \n(堵板厚度不合格，导致，爆炸) \n(爆炸，导致，2人死亡；1人受伤；直接经济损失约227.9万元) \n(未及时录入缺陷信息管理系统，导致，未按消缺管理制度及时消缺) \n(缺陷分类界定不清，导致，未按消缺管理制度及时消缺) \n(消缺时限把握不严，导致，未按消缺管理制度及时消缺) \n(对预留管口盲板沙眼渗漏缺陷可能产生的风险因素预判不足，导致，未能发现除氧器预留管口盲板焊接存在严重缺陷)\n##
hs2017-16_print.txt,冒险跨过禁止跨越标识的围栏；站在无防护栏的边缘进行高处作业；未使用安全带,\n(安全生产管理制度不健全，导致，作业人员安全意识薄弱)  \n(安全生产管理制度不健全，导致，高处作业风险评估不足)  \n(安全生产培训教育不到位，导致，作业人员安全意识薄弱)  \n(安全生产培训教育不到位，导致，未进行安全技术交底)  \n(安全操作规程缺失，导致，未进行安全技术交底)  \n(安全操作规程缺失，导致，作业人员安全意识薄弱)  \n(隐患排查不到位，导致，现场无安全监护人员)  \n(隐患排查不到位，导致，无票作业)  \n(承包商管理不严，导致，无票作业)  \n(承包商管理不严，导致，现场无安全监护人员)  \n(现场监管不到位，导致，高处作业风险评估不足)  \n(现场监管不到位，导致，作业人员安全意识薄弱)  \n(作业人员安全意识薄弱，导致，冒险跨过禁止跨越标识的围栏)  \n(高处作业风险评估不足，导致，站在无防护围栏的边缘进行高处作业)  \n(未进行安全技术交底，导致，未使用安全带)  \n(现场无安全监护人员，导致，冒险跨过禁止跨越标识的围栏)  \n(无票作业，导致，冒险跨过禁止跨越标识的围栏)  \n(冒险跨过禁止跨越标识的围栏，和，站在无防护围栏的边缘进行高处作业)  \n(冒险跨过禁止跨越标识的围栏，和，未使用安全带)  \n(站在无防护围栏的边缘进行高处作业，和，未使用安全带)  \n(冒险跨过禁止跨越标识的围栏，导致，高处坠落)  \n(站在无防护围栏的边缘进行高处作业，导致，高处坠落)  \n(未使用安全带，导致，高处坠落)  \n(高处坠落，导致，1人死亡；0人受伤；直接经济损失约86万元) 
hs2017-17_print.txt,违章指挥冒险进入皮带机内部;  皮带机意外启动,\n(安全管理体系缺陷，导致，安全意识薄弱) \n(安全管理体系缺陷，导致，安全制度缺失) \n(安全管理体系缺陷，导致，治安保卫管理不严) \n(安全管理体系缺陷，导致，应急预案未编制) \n(安全意识薄弱，导致，违章指挥冒险进入皮带机内部) \n(安全制度缺失，导致，皮带机意外启动) \n(治安保卫管理不严，导致，违章指挥冒险进入皮带机内部) \n(应急预案未编制，导致，违章指挥冒险进入皮带机内部) \n(违章指挥冒险进入皮带机内部，导致，物体打击) \n(皮带机意外启动，导致，物体打击) \n(物体打击，导致，1人死亡；0人受伤；直接经济损失约70万元)\n##
hs2017-18_print.txt,清理积煤时没有自上而下施工,\n(安全培训教育不足，导致，作业人员没有正确使用安全防护用具) \n(安全培训教育不足，导致，监护人没有及时制止违章行为) \n(现场监督检查不力，导致，监护人没有及时制止违章行为) \n(现场监督检查不力，导致，安全防护设备配备不足) \n(安全制度缺失，导致，安全防护设备配备不足) \n(安全制度缺失，导致，作业人员没有正确使用安全防护用具) \n(资质审核不到位，导致，作业人员没有正确使用安全防护用具) \n(资质审核不到位，导致，监护人没有及时制止违章行为) \n(外委工程监管不力，导致，安全防护设备配备不足) \n(外委工程监管不力，导致，作业人员没有正确使用安全防护用具) \n(隐患排查不到位，导致，安全防护设备配备不足) \n(隐患排查不到位，导致，监护人没有及时制止违章行为) \n(安全培训教育不足，和，资质审核不到位) \n(安全培训教育不足，和，现场监督检查不力) \n(安全制度缺失，和，外委工程监管不力) \n(作业人员没有正确使用安全防护用具，导致，监护人没有及时制止违章行为) \n(安全防护设备配备不足，导致，清理积煤时没有自上而下施工) \n(监护人没有及时制止违章行为，导致，清理积煤时没有自上而下施工) \n(清理积煤时没有自上而下施工，导致，坍塌) \n(坍塌，导致，1人死亡；0人受伤；直接经济损失约127.9万元)\n##
hs2017-19_print.txt,违规擅自打开落煤筒观察孔作业;  三通挡板液压推杆不到位 ,\n(安全教育不到位，导致，安全意识薄弱) \n(安全教育不到位，导致，技能不足) \n(安全监管不到位，导致，安全意识薄弱) \n(安全监管不到位，导致，三通挡板液压推杆不到位) \n(技术交底不到位，导致，技能不足) \n(安全意识薄弱，导致，违规擅自打开落煤筒观察孔作业) \n(技能不足，导致，违规擅自打开落煤筒观察孔作业) \n(违规擅自打开落煤筒观察孔作业，导致，机械伤害) \n(三通挡板液压推杆不到位，导致，机械伤害) \n(违规擅自打开落煤筒观察孔作业，和，三通挡板液压推杆不到位) \n(机械伤害，导致，1人死亡；0人受伤；直接经济损失约100余万元)\n##
